0.60199,0.74818,0.54778,0.048071,0.28283,0.69683,0.82067,0.38354,0.52145,0.11067,0.65224,0.50237,0.58621,0.43135,0.89555
0.8468,0.39435,0.097336,0.6841,0.054229,0.67238,0.38264,0.93833,0.51672,0.81642,0.1672,0.91892,0.56102,0.16017,0.96737
0.2715,0.011162,0.32063,0.42518,0.15024,0.38462,0.48934,0.22169,0.025599,0.90526,0.24005,0.93271,0.0048181,0.22012,0.43751
0.38262,0.16295,0.17068,0.76757,0.7499,0.76956,0.26069,0.76328,0.46468,0.63235,0.38533,0.11495,0.69091,0.027149,0.8773
0.85788,0.17103,0.8535,0.36151,0.39992,0.25819,0.21152,0.90042,0.49825,0.34009,0.32067,0.7378,0.29691,0.53248,0.85587
0.20733,0.46585,0.35447,0.19863,0.69951,0.21068,0.58359,0.48911,0.24777,0.54793,0.57773,0.66182,0.49955,0.71641,0.16514
0.1375,0.37905,0.53066,0.9042,0.08779,0.78801,0.80907,0.35921,0.83863,0.081994,0.9872,0.76581,0.40333,0.0031445,0.01849
0.86662,0.20888,0.34034,0.10582,0.66309,0.85869,0.43308,0.22137,0.93209,0.34869,0.26845,0.13063,0.62638,0.37632,0.40117
0.77495,0.13743,0.89334,0.57434,0.38803,0.29987,0.50117,0.22703,0.98669,0.92481,0.57807,0.97946,0.65266,0.2238,0.34297
0.76332,0.68886,0.11611,0.24235,0.43464,0.82455,0.67524,0.25044,0.65821,0.84598,0.29213,0.67177,0.064413,0.92749,0.75124
0.59477,0.66301,0.83836,0.72123,0.7946,0.50087,0.76014,0.5172,0.24493,0.19536,0.91834,0.87702,0.62764,0.36458,0.12796
0.31631,0.22617,0.27602,0.62347,0.3006,0.33443,0.51735,0.17856,0.49023,0.81037,0.11439,0.054118,0.48934,0.88256,0.96033
0.63504,0.34877,0.24296,0.45508,0.38521,0.14656,0.64234,0.65181,0.63509,0.27438,0.47436,0.49137,0.011619,0.10339,0.20333
0.74861,0.74151,0.3482,0.78329,0.87894,0.26277,0.1124,0.15214,0.057087,0.64131,0.79915,0.48797,0.005715,0.023476,0.51812
0.88013,0.10176,0.16231,0.33768,0.90417,0.64976,0.20952,0.41834,0.086333,0.55518,0.82583,0.5818,0.48706,0.027227,0.69844
0.38343,0.81533,0.81115,0.15218,0.78536,0.078808,0.48393,0.76677,0.19232,0.56609,0.3739,0.91163,0.80029,0.16005,0.77235
0.099847,0.38913,0.068584,0.62394,0.30958,0.81102,0.62859,0.26507,0.23992,0.85768,0.2916,0.75365,0.70636,0.64378,0.66415
